channelId,title,description,customUrl,country,publishedAt,viewCount,subscriberCount,hiddenSubscriberCount,videoCount,topicIds,topicCategories,keywords,uploadsPlaylistId,isLinked,bannerExternalUrl,localizationsJson
UC3KJ9gedX8k4FWjoQ-MBvEQ,ChiaraMaciTv,"Ciao a tutti da Chiara, food expert per passione e professione. 
Ogni giorno ricette di ogni tipo; piatti facili e divertenti alla portata di tutti. Ovviamente, aspetto volentieri suggerimenti e domande!

In elenco AGCOM
",@chiaramacitv,IT,2013-06-13T19:19:00Z,4846025,47500,FALSE,205,"/m/019_rr,/m/02wbm","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Food","""chiara maci"" chiaramaci ""chiara maci cosce"" ""chiara maci hot"" ""chiara maci scosciata"" cucina ""cucina facile"" ""cucina italiana ricette"" ""cucina italiana"" ricette ""ricette dolci"" ""ricette veloci"" ""ricette primi piatti"" ""ricette di cucina"" ""ricette vegetariane""",UU3KJ9gedX8k4FWjoQ-MBvEQ,TRUE,https://yt3.googleusercontent.com/ZZzgai-9Ft12CRcdbRTxXEi6uMkIToLRuAHkc0rxynxuisoVAWLhkxhCc95VCJCrYEctgrB-T1Y,
UCpWJjgSRydGLYKLs_3srNSw,THOMAS BASILICO,"✨Mi chiamo Thomas, con l’H ✨
Seguimi @thomasbasilico anche su Instagram, Tik Tok e Facebook 💥
IN ELENCO AGCOM",@thomasbasilico,,2014-08-14T06:49:01Z,95328269,149000,FALSE,364,"/m/02vxn,/m/02jjt,/m/019_rr","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",,UUpWJjgSRydGLYKLs_3srNSw,TRUE,https://yt3.googleusercontent.com/bZjEeR6odkaprCrJVEs_sYZ5TivOkmZ7qxmaurXp3w5ojMahN1thihzQuVIIZHrcBFECGBOO,
UC55K4yunQreID0UoVMxgm3w,Daniele Doesn't Matter,"In elenco AGCOM.
Rappresento episodi Antropologici con un fondo di verità e denuncia sociale attraverso sketch, personaggi e videofenomeni di Youtube, rispondendo alla domanda: ""perchè la gente vuole diventare fenomeno di Youtube umiliandosi?!"": It Doesn't Matter!

If you want to send me something: Daniele Doesn't Matter - Via Candiani 127 c/o Show Reel Media Group - Milano
",@danieledoesntmatter,IT,2009-10-15T10:43:44Z,186672183,973000,FALSE,1392,"/m/02jjt,/m/02vxn","https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film","""video divertenti"" ""youtuber top italiani"" ""miglior youtuber italiano"" ""youtubers italiani"" ""daniele doesn't matter"" doesntmatterpodcast doesntmatterpod ""daniele doesntmatter"" doesntmatter ""doesn't matter"" ""daniele selvitella"" ""video comici"" ""video parodia"" ""100 cose che non sai"" ""cose che non sai"" ""video caricature"" ""video commoventi"" ""video in cui identificarsi"" ""canini da vampiro"" vampiro ""vampiro italiano""",UU55K4yunQreID0UoVMxgm3w,TRUE,https://yt3.googleusercontent.com/_CziwSgkWY6IQKdwrD84U7n1VVO6mSNowFVqQJ0d85HaVJPLbZVlqLX2PQPB3ZZHSgiU0RAzLA,
UC8Br28dnSanCKAumr336qCg,Adriano Moretti,"Adriano Moretti – Italy’s Rising Comedy Star on TikTok! 🇮🇹 | Skits That Hit Too Close to Home

Meet Adriano Moretti, known on TikTok as @adrianomoretti99, a fast-rising Italian comedian and digital creator whose hilarious takes on everyday situations have won millions of laughs online. From awkward encounters to relatable daily struggles, Adriano’s content is the perfect mix of humor, energy, and expression.

📊 TikTok Stats (as of 2025):
 
📍 Location: Italy

🎭 Content Type: Comedy sketches, expressive acting, daily-life humor

💡 Why People Love Him:

If you enjoy relatable situations, character-driven skits, and European-style humor, then Adriano Moretti is a must-watch. His expressive face and perfect timing turn simple ideas into laugh-out-loud moments.

🔔 Subscribe for more TikTok creator spotlights, viral skit compilations, and trending social media content!
",@adrianomoretti99,,2025-08-01T07:46:10.262194Z,52482,321,FALSE,39,"/m/019_rr,/m/02jjt,/m/02vxn","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film",,UU8Br28dnSanCKAumr336qCg,TRUE,,
UCkkcN04NIC0wwqNbcWlXNWQ,Canale di Venti,"Avere vent'anni è difficile. Non si è più adolescenti, ma nemmeno adulti. Si impara a votare, a guidare, a lasciare le persone e a innamorarsi di nuove. Si va a convivere, si sbaglia, si fanno viaggi da soli e si studia parecchio.",@canalediventi,IT,2011-10-13T16:47:50Z,115974647,796000,FALSE,680,"/m/02vxn,/m/02jjt,/m/019_rr","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)","sofia viscardi ""sofia viscardi"" venti ""canale di venti"" interviste ""sopra le righe"" ""te lo spiego facile"" vent'anni ventenni ""gen z"" millenials femminismo femminilità ""interviste artisti"" ""irene graziosi""",UUkkcN04NIC0wwqNbcWlXNWQ,TRUE,https://yt3.googleusercontent.com/l8fI5vEYCMuD-KbIxgpTYe0ztnqynnAr2A8nPe2UOovPvuQGBMSOoiMWZ3u9LtWBgKWwAmlz,
UCDoBPEFIUcuMVkQ4I1ql82w,Smibie Channel,"Aloha, benvenuti nel mio canale!
Mi chiamo Martina e nella vita lavoro come Art Director e Social Media Strategist. YouTube, però, è tra le mie più grandi passioni. Su questo canale vedrete contenuti inerenti alla mia vita, tramite vlog, al beauty, routine, haul, what I eat in a day e molto altro.
Spero che avrete piacere nel seguirmi, un bacio.
""Be the change you want to see in the world"".

In elenco AGCOM",@smibiechannel,,2014-01-06T19:16:35Z,46631223,166000,FALSE,924,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology),,UUDoBPEFIUcuMVkQ4I1ql82w,TRUE,https://yt3.googleusercontent.com/92GfQx-n2NeJs24XcHxZXWmpVvEwDoRfjHhdesaLOPqmDDAxVhvHMpJ_mDnjp9wRdv8-U0y_,
UCQXaWP-0mwI3YftXHxJrrZQ,The Lady,"CIAO LADIES! 🤎

C O N T A C T  M E
business & marketing email  → theladytv@gmail.com 

S O C I A L  M E D I A
@theladyxoxo su IG
@eleonora.tani  su TikTok

Instagram → https://www.instagram.com/theladyxoxo
Tik Tok → https://www.tiktok.com/@eleonora.tani

#osaesserete
in elenco AGCOM
",@thelady,IT,2014-06-09T13:21:21Z,131031412,450000,FALSE,997,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology),the lady trucco makeup beauty fashion,UUQXaWP-0mwI3YftXHxJrrZQ,TRUE,https://yt3.googleusercontent.com/ZlozxpsNuVjhyd8QasM5-akHllgMvLYuONRd7JQEd48ZgrI2U_8rLo6MWypHwJJ8ts3v9qzzTA,
UCS8x69_m23FHoB2Xj1Wc4Gw,Bella Gianda Official,"Questo è il canale ufficiale di Bella Gianda dove potrai trovare tutti gli esperimenti di Michael Casanova. Visto che non ha mai niente da fare ci saranno tante cose da verificare! Buon divertimento.
Per collab. ✉️ bellagianda@show-reel.it",@bellagianda,CH,2021-09-02T21:03:34.45806Z,593384912,798000,FALSE,753,"/m/06ntj,/m/019_rr","https://en.wikipedia.org/wiki/Sport,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",,UUS8x69_m23FHoB2Xj1Wc4Gw,TRUE,https://yt3.googleusercontent.com/wvt5PRd13igJnKxnq7qWLGw3Xcq_BmcziOvEYxNU4Es0Ac_vjK5XtVHPnpWrMZCzeYWNLm90ww,"{""it_IT"": {""title"": ""Bella Gianda Official"", ""description"": ""Questo \u00e8 il canale ufficiale di Bella Gianda dove potrai trovare tutti gli esperimenti di Michael Casanova. Visto che non ha mai niente da fare ci saranno tante cose da verificare! Buon divertimento.\nPer collab. \u2709\ufe0f bellagianda@show-reel.it""}, ""en_US"": {""title"": ""Bella Gianda Official"", ""description"": """"}}"
UC4TFt-3rlYfhc_WtlWWY30Q,Camihawke,"in elenco AGCOM
",@camihawke,IT,2011-08-28T11:32:38Z,3117881,107000,FALSE,42,"/m/02jjt,/m/019_rr","https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)","camihawke ""camilla boniardi"" cami oroscophawke camioc ""cotto e buttato"" ""cami e romi"" ""aimone romizi""",UU4TFt-3rlYfhc_WtlWWY30Q,TRUE,https://yt3.googleusercontent.com/2s_YiywdJ2pEEbSHldfjvNr5hgjoq6ox30B2IfkPvPXi71OBXWTw2S1HsV5WPzqST0e7g5ERRw,
UC29Il1Ge4mafK7gLl0IgFgg,Contenuti Zero,"Liberiamo i vostri cervelli da ogni residuo di lucidità.

Per info e collab: contenutizero@artisti.show-reel.it

In elenco AGCOM.",@contenutizero,,2017-11-20T14:40:56Z,116381633,134000,FALSE,577,"/m/02vxn,/m/02jjt,/m/019_rr","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",,UU29Il1Ge4mafK7gLl0IgFgg,TRUE,https://yt3.googleusercontent.com/EC1Df6aYEa-9rVMc72yex57Nr5_gp7xUDbZI52eA6WS2ak08e5vWI06Nm1eU-sKInEhqruZj,
UCquZVTEuc76pggQTPck6Q6w,Valentina Barbieri,"Imitatrice digitale 🎭

IG: valentina_barbieri
Tiktok: valentinabarbieri_
In elenco AGCOM",@valentina_barbieri,,2021-06-04T06:51:52.653082Z,316660858,434000,FALSE,217,"/m/019_rr,/m/02jjt,/m/02vxn","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film",,UUquZVTEuc76pggQTPck6Q6w,TRUE,https://yt3.googleusercontent.com/OzJ8e8VfWaw6SuTEVwMoJreaYNk2h2Ly2movFAQSC2SnXlZ2UzGGDP89uId-sJI_KH-EZ2FI,
UCEwUio35yfUerEZdn1c9UWA,Raissa & Momo,"Benvenuti sul nostro canale, noi siamo Raissa e Momo, e speriamo di potervi intrattenere e perché no, tirarvi fuori un sorriso con i nostri video 😁",@raissamomo,IT,2019-12-22T22:28:27.59046Z,723938,12100,FALSE,89,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology),“Vlog” “viaggi” “viaggio” “Italia” “reaction” “reactions” “prank” “quiz”,UUEwUio35yfUerEZdn1c9UWA,TRUE,https://yt3.googleusercontent.com/wwixSETvaT18IrX_ubeRy-f7Ab4ryRPGVxRr-QoMhtp22EA90L7O77IHSm9CTPa09NN0oPndFQ,
UCypopWWxTKxGCMaTNGikKCw,Debora Fulli,"✨ holi ✨
mi chiamo Debora, sono una content creator e makeup artist di Roma un pò nerd che ama il rosa, i glitter, e i gatti
questo canale è il videodiario della mia vita, have fun 💓

→ SEGUIMI anche su INSTAGRAM: @deborafullii
→BUSINESS EMAIL: deborafulli@artisti.show-reel.it


",@deborafulli,IT,2013-09-23T19:34:43Z,122215113,317000,FALSE,1089,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology),"makeup ""make up"" ""come truccarsi"" ""come mettere l'ombretto"" ""come truccarsi gli occhi"" ""makeup tutorial"" ""come fare il contouring"" moda fashion trucco trucchi italia artist bionda debora fulli ""challenge barbie"" challenge ""make up artist"" ""capelli colorati"" ""debora fulli"" ""the beauty house"" decluttering",UUypopWWxTKxGCMaTNGikKCw,TRUE,https://yt3.googleusercontent.com/0Yfb_3idQIm44WMsdLewIPCyxlB0b26jdRu8-cc_HepetM_8h9QbsLJILPexK0DH6LUASEjV,
UCo3QCy_FXqIwqvwCv__g0AQ,fitgreta,"Ciao, sono fitgreta, 
Dott.ssa in Scienze Motorie, Sport e Salute, Personal Trainer e insegnate di Pilates.
Sono un'ex ginnasta e da sempre appassionata di sport, Pilates e fitness.

Amo condividere la mia passione e il mio obiettivo è quello di aiutarti a stare meglio e a sentirti bene con il tuo corpo.

Ogni settimana troverai un nuovo allenamento:

- lezioni di Pilates Matwork (beginner, intermediate, advanced)
- lezioni di Pilates con piccoli attrezzi 
- workout tonificazione di tutti i gruppi muscolari 
- workout cardio 

Seguimi sul mio sito https://fitgreta.it
E su gli altri social ✨@fitgreta✨
",@fitgreta,IT,2020-07-13T10:20:22.76964Z,9089364,98800,FALSE,519,"/m/0kt51,/m/027x7n,/m/019_rr","https://en.wikipedia.org/wiki/Health,https://en.wikipedia.org/wiki/Physical_fitness,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",Pilates,UUo3QCy_FXqIwqvwCv__g0AQ,TRUE,https://yt3.googleusercontent.com/MXodE0oeanuqVxDiLxDsuiPY76S8EdZAQPtIIJLvmeTQLnWD5oLi3NaRiPcP_8AWtIaxRv7VOA,
UCoNN-K1o3wXc8svd39DDAuw,AlicelikeAudrey,"""Sorridi, la vita è bella!""

Business Mail: alicelikeaudrey@gmail.com/alicelikeaudrey@show-reel.it 
Snapchat: alicelikeaudre1",@alicelikeaudrey,IT,2008-07-21T11:56:45Z,58358584,341000,FALSE,888,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology),Alicelikeaudrey AliceLikeAudrey AliceVenturi Alice Venturi DettoFatto Makeup Artist Truccatrice,UUoNN-K1o3wXc8svd39DDAuw,TRUE,https://yt3.googleusercontent.com/JLzkx2XMRzygLlXlXpjGkCvoDCvelaqSzq7pBXbDffSntLOIq5bEhUii9HMO00sailLMC9PQCas,
UC7P7xHvI1izHn8kcbHMcTpA,DarioMocciaChannel,"In questo canale cercherò di raccontarvi i miei interessi e ciò che penso a riguardo di essi, spero che riteniate questo lato di me interessante. Qui sotto i miei contatti facebook e twitter :)",@dariomocciachannel,IT,2011-09-24T14:20:44Z,41094782,332000,FALSE,195,"/m/019_rr,/m/02jjt,/m/02vxn","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film",dariomocciachannel dario moccia channel nerd cultura one piece,UU7P7xHvI1izHn8kcbHMcTpA,TRUE,https://yt3.googleusercontent.com/99_lN1Ce3bjfb0QF8kMb8IfvTxKe0-eqQCr1ZWYpsvpIRTf7z8ZyzMzXo8gvEnT7ImsvBrolUg,
UC_FaoEnCojZYsumBP_MFgfw,Mr. Marra,"Signori, non potete fare a botte qui! È la stanza della guerra questa!",@mrmarracinema,IT,2011-03-19T20:01:44Z,18466337,108000,FALSE,566,"/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment",italia Davide Marra cinema film Fellini Roma mr. Mastroianni Woody Allen,UU_FaoEnCojZYsumBP_MFgfw,TRUE,https://yt3.googleusercontent.com/9-HjQt7mKHJzVY5aqYHChgGBxTJhzqUMLNpW8xd8QynPVbso9I3Zoa292NK_DnPJlLSZg7AMI4w,
